ที่	tʰîː	at	เขาได้รับรางวัลที่ 1 ในการประกวดวาดภาพ
อ้อม	ʔɔ̂ːm	encircle; detour	ช้างพลายดูดน้ำ ยกงวงอ้อมมาทางข้าง จ่อปลายขึ้นเหนือคอแล้วพ่นเสียงดัง
ขึ้นอยู่กับ	kʰɯ̂n jùː kàp	depends on	การขอประกันตัวขึ้นอยู่กับดุลพินิจของศาล
ส่วนมาก	sùːan mâːk	mostly; chiefly	เนื้อหาที่อาจารย์บรรยายเป็นการแปลจากตำราฝรั่งเป็นส่วนมาก
ล้อม	lɔ́ːm	besiege; surround; encircle	เราจะช่วยกันล้อมปลาให้ว่ายหนีเข้าไปหาฝั่งที่ตื้น
หายใจ	hǎːj tɕaj	breathe	เต่าไม่ได้หายใจเป็นจังหวะเหมือนสัตว์อื่นๆ
กังวล	kaŋ won	concerned	ประชาชนกังวลเรื่องการบริหารประเทศของรัฐบาลชุดนี้
สาน	sǎːn	weave; entwine	คุณลุงคนนี้สานกระบุง ตะกร้าได้สวยมาก
สัญลักษณ์	sǎn jáʔ lák	emblem; symbol; sign	ยอดของเจดีย์ทรงพุ่มข้าวบิณฑ์นั้นเลียนแบบจากลักษณะของดอกบัวซึ่งเป็นสัญลักษณ์สำคัญ…
กำไร	kam raj	profit	ร้านค้าที่ไปออกงานกาชาดครั้งนี้ไม่ได้หวังกำไรมากมาย
บรรจุ	ban tɕùʔ	contain; fill; pack	ช่างภาพบรรจุฟิล์มใส่กล้องอย่างรวดเร็ว
เชิด	tɕʰɤ̂ːt	manipulate; lift; raise	รัฐบาลนี้เป็นรัฐบาลหุ่นให้เขาเชิด
นิตยสาร	nít tà já sǎːn	magazine; journal	ร้านทำผมร้านนี้รับนิตยสารประเภทที่เกี่ยวกับผู้หญิงเป็นประจำ
รัฐมนตรี	rát tʰà mon triː	minister	ข้าราชการประจำ ถ้าประสงค์จะเข้ารับหน้าที่เป็นรัฐมนตรี ต้องลาออกจากตำแหน่งข้าราชการประจำเสียก่อน
ย้ำ	jáːm	repeat	การตอกตะปูในจุดนี้จะต้องตอกซ้ำๆ ย้ำลงไปหลายๆ ครั้ง
ตระหนัก	tràʔ nàk	realize; become aware of	กลุ่มเยาวชนเริ่มตระหนักถึงพิษภัยยาเสพติดที่แพร่ระบาดในสังคมบ้านเรา
เกล้า	klâw	skull	ทางด้านวัฒนธรรม ชาวผู้ไทสวมเครื่องประดับ สร้อยข้อมือ ข้อเท้าด้วยโลหะเงิน เกล้าผมมวยสูงตั้งตรง มัดมวยด้วยผ้าแถบผืนเล็กๆ
จำหน่าย	tɕam nàːj	distribute; sell	สินค้าตัวนี้ล้าสมัยไปแล้ว จัดการจำหน่ายเข้าห้องเก็บได้เลย
ลิง	liŋ	monkey	ลิงบางพันธุ์สามารถนำมาใช้เป็นแบบอย่างในการทดสอบประสิทธิภาพของวัคซีนโรคเอดส์
ถิ่น	tʰìn	home; hometown	คนในเมืองสนใจคนแต่ผิวเผินภายนอก เป็นเพื่อนเร็วลืมเร็วเนื่องจากอาจจะย้ายถิ่นบ่อย
พล	pʰon	power; force; troops; soldiers; General	ผู้บัญชาการรบได้วางแผนเพื่อลำเลียงพลของฝ่ายวอชิงตันในการทำสงครามที่ยอร์คทาวน์
จดจำ	tɕòt tɕam	remember	การกระทำของโซโกครั้งนี้เป็นบทเรียนที่หลายฝ่ายควรจดจำ
เมตตา	mêːt taː	mercy; kindness; compassion	การลูบหัวเด็กเป็นการแสดงความรัก ความเมตตา
สิ้นสุด	sîn sùt	end, finish, stop	เรื่องราวระหว่างผมกับคุณสิ้นสุดลงแล้ว
ผู้ป่วย	pʰûː pùaj	patient	แพทย์สามารถระบุชนิดของโรคได้โดยการอ่านข้อมูลของผู้ป่วย
ประเพณี	pràʔ pʰeː niː	tradition	การตักบาตรทำบุญเป็นประเพณีที่ดีงามของสังคมไทย
ระงับ	ráʔ ŋáp	restrain; supress	เมื่อระงับทุกข์ได้ ความสุขก็จะเกิดมาเอง
เชื่อมั่น	tɕʰɯ̂ːa mân	be confident, assured	เขาเป็นผู้นำที่มีความเชื่อมั่น สามารถตัดสินใจได้เฉียบขาดถูกต้องทันท่วงที
